M-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,M_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Audio_file_Pending,Metadata_notes,Source_Notes,Source Tag
0166,2491,47.5,-114.33,North America,United States,N W United States,Rocky Mts,Bitterroot Salish,"Flathead Indian Reservation, Montana",15368,,0:01:52,PENDING,1B4.A7,Snake Dance Song,Dance Song; Animal Song,The Snake Dance functions as introduction to the War and Owl Dances,Louie Nine Pipe,Male Voice,,,Alan P. Merriam,1950,Smithsonian Folkways,"Songs And Dances of the Flathead Indians. Ethnic Folkways Library FE 4445, 1953","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5408R09,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=13043; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1953SongsAndDancesOfTheFlatheadIndians
0167,2492,47.5,-114.33,North America,United States,N W United States,Rocky Mts,Bitterroot Salish,"Flathead Indian Reservation, Montana",15368,,0:01:38,PENDING,1B4.A6,Love Song,Love Song,Woman's personal love song,Catherine Nine Pipe,Male Voice,,,Alan P. Merriam,1950,Smithsonian Folkways,"Songs And Dances of the Flathead Indians. Ethnic Folkways Library FE 4445, 1953","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5408R08,,http://www.folkways.si.edu/catherine-nine-pipe/love-song/american-indian/music/track/smithsonian; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1953SongsAndDancesOfTheFlatheadIndians
0168,190,47.5,-114.33,North America,United States,N W United States,Rocky Mts,Bitterroot Salish,"Flathead Indian Reservation, Montana",15368,,0:00:59,PENDING,1B4.A4,Love Song,Love Song,"A personal love song, sung by a solo male vocalist.",Paul Finley,Male Voice,,,Alan P. Merriam,1950,Smithsonian Folkways,"Songs And Dances of the Flathead Indians. Ethnic Folkways Library FE 4445, 1953","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5408R07,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=13040; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1953SongsAndDancesOfTheFlatheadIndians
0169,3528,37.67,-113.06,North America,United States,Southwest US,Great Basin,S Paiute,"Cedar City, Utah",24575,,0:01:44,PENDING,T1609.6,Circle Dance,Dance Song; Circle Dance,Male solo over drum and shaker,"Male soloist, drum, shaker",Male Voice; Drum; Shaker,,,Laura Boulton,1943,Previously Unpublished,Laura Boulton Paiute Recordings,"Center for Ethnomusicology, Columbia University, New York City; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress; All rights held by Columbia University",,T5408R20,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@LBC1940SouthwestIndians
0170,3536,37.13,-113.65,North America,United States,Southwest US,Great Basin,S Paiute,"Santa Clara, Utah",24575,,0:02:26,PENDING,T1609.3,Medicine Man Snake Dance,Shaman Song; Dance Song; Animal Song,Medicine man snake dance,"Male chorus (7 men), large drum ",7 Male Voices; Large Drum,,,Laura Boulton,1941,Previously Unpublished,Laura Boulton Paiute Recordings,"Center for Ethnomusicology, Columbia University, New York City; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress; All rights held by Columbia University",,T5408R19,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@LBC1940SouthwestIndians
0171,196,37.13,-113.65,North America,United States,Southwest US,Great Basin,S Paiute,"Santa Clara, Utah",24575,,0:01:04,PENDING,T63.A1,Coyote Song,Animal Song,,"Male chorus, drum",Male Voices; Drum,,,Willard Rhodes,1940-50,Library of Congress,"Music Of The American Indians: Great Basin: Paiute, Washo, Ute, Bannock, Soshone, Library of Congress, Archives of American Folk Song, AAFS L38 ","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5408R21,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@AFS1982GreatBasin
0172,3529,37.13,-113.65,North America,United States,Southwest US,Great Basin,S Paiute,"Santa Clara, Utah",24575,,0:01:41,PENDING,T63.4A,Hand Game Song 1,Hand Game Song; Game Song,,"Male chorus, sticks",Male Voices; Sticks,,,Willard Rhodes,1940-50,Library of Congress,"Music Of The American Indians. Great Basin: Paiute, Washo, Ute, Bannock, Soshone, Library of Congress, Archives of American Folk Song, AAFS L38  ","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5408R24,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@AFS1982GreatBasin
0173,3532,37.13,-113.65,North America,United States,Southwest US,Great Basin,S Paiute,"Santa Clara, Utah",24575,,0:00:52,PENDING,T63.6,Lullaby,Lullaby,,Female solo,Female Voice,,,Willard Rhodes,1940-50,Library of Congress,"Music Of The American Indians. Great Basin: Paiute, Washo, Ute, Bannock, Soshone, Library of Congress, Archives of American Folk Song, AAFS L38  ","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5408R25,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@AFS1982GreatBasin
0174,3533,37.13,-113.65,North America,United States,Southwest US,Great Basin,S Paiute,"Santa Clara, Utah",24575,,0:00:57,PENDING,T63.7,Stick Game Song,Game Song; Stick Game Song,,"Female solo, sticks",Female Voice; Sticks,,,Willard Rhodes,1940-50,Library of Congress,"Music Of The American Indians. Great Basin: Paiute, Washo, Ute, Bannock, Soshone, Library of Congress, Archives of American Folk Song, AAFS L38  ","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5408R26,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@AFS1982GreatBasin
0175,3531,37.13,-113.65,North America,United States,Southwest US,Great Basin,S Paiute,"Santa Clara, Utah",24575,,0:01:07,PENDING,T63.3,Round Dance Song,Round Dance; Dance Song,,"Male chorus, drum",Male Voices; Drum,,,Willard Rhodes,1940-50,Library of Congress,"Music Of The American Indians: Great Basin: Paiute, Washo, Ute, Bannock, Soshone, Library of Congress, Archives of American Folk Song, AAFS L38  ","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5408R23,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@AFS1982GreatBasin
0176,3530,37.13,-113.65,North America,United States,Southwest US,Great Basin,S Paiute,"Santa Clara, Utah",24575,,0:00:55,PENDING,T63.2,Mountain Sheep Song,Animal Song,,"Male chorus, drum",Male Voices; Drum,,,Willard Rhodes,1940-50,Library of Congress,"Music Of The American Indians: Great Basin: Paiute, Washo, Ute, Bannock, Soshone, Library of Congress, Archives of American Folk Song, AAFS L38  ","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5408R22,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@AFS1982GreatBasin
0177,3535,37.13,-113.65,North America,United States,Southwest US,Great Basin,S Paiute,"Santa Clara, Utah",24575,,0:02:08,PENDING,T1609.2,Chivut,Hunting Song,Mountain sheep hunting song,"Male chorus (7 men), large drum ",7 Male Voices; Large Drum,,,Laura Boulton,1941,Previously Unpublished,Laura Boulton Paiute Recordings,"Center for Ethnomusicology, Columbia University, New York City; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress; All rights held by Columbia University",,T5408R18,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@LBC1940SouthwestIndians
0178,3534,37.13,-113.65,North America,United States,Southwest US,Great Basin,S Paiute,"Santa Clara, Utah",24575,,0:02:00,PENDING,T1609.1,Coyote Song,Animal Song,Male chorus over drum,"Male chorus (7 men), large drum ",7 Male Voices; Large Drum,,,Laura Boulton,1941,Previously Unpublished,Laura Boulton Paiute Recordings,"Center for Ethnomusicology, Columbia University, New York City; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress; All rights held by Columbia University",,T5408R17,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@LBC1940SouthwestIndians
0179,,38.95,-122.62,North America,United States,C California,Lake Cty,Eastern Pomo,"Near Clear Lake, Lake County, California",23849,,,,T1745.19B,Feather Dance Song,Dance Song,The second of five feather dance songs?,"Male solo, sticks",Male Voice; Sticks,,,David W. Peri,1964,Previously Unpublished,"David W. Peri Recordings, Robert H. Lowie Museum of Anthropology","Robert H. Lowie Museum of Anthropology; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Unclear how this coding is differentiated from M-id 180. Perhaps 180 is coded for all five songs on T1745.19 and 179 is only coded for the second song?,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@PAHMA1964FeatherDanceSongs
0180,3121,38.95,-122.62,North America,United States,C California,Lake Cty,Eastern Pomo,"Near Clear Lake, Lake County, California",23849,,0:05:43,PENDING,T1745.19,Feather Dance Songs,Dance Song,Five Feather Dance songs,"Male solo, sticks",Male Voice; Sticks,,,David W. Peri,1964,Previously Unpublished,"David W. Peri Recordings, Robert H. Lowie Museum of Anthropology","Robert H. Lowie Museum of Anthropology; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5409R11,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@PAHMA1964FeatherDanceSongs
0181,3129,38.95,-122.62,North America,United States,C California,Lake Cty,Eastern Pomo,"Near Clear Lake, Lake County, California",23849,,0:00:59,PENDING,T1745.20,Eastern Pomo Gilak Dance Song,Dance Song,Gilak dance song,"Male solo, sticks",Male Voice; Sticks,,,David W. Peri,,Previously Unpublished,"David W. Peri Recordings, Robert H. Lowie Museum of Anthropology","Robert H. Lowie Museum of Anthropology; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5409R12,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@PAHMA1964EasternPomoGilakDanceSong
0182,3130,38.95,-122.62,North America,United States,C California,Lake Cty,Eastern Pomo,"Near Clear Lake, Lake County, California",23849,,0:01:30,PENDING,T1745.21,Acorn Song,Dance Song,Dance song,"Male solo, shaker",Male Voice; Shaker,,,David W. Peri,,Previously Unpublished,"David W. Peri Recordings, Robert H. Lowie Museum of Anthropology","Robert H. Lowie Museum of Anthropology; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5409R13,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@PAHMA1964AcornSong
0183,,38.65,-123.33,North America,United States,N W California,Sonoma,Kashia Band Pomo,"Stewarts Point Rancheria, Sonoma County, California",30087,,,,T1745.18,Feather Dance Song,Dance Song,Dance song,Male solo,,,,David W. Peri,1964,Previously Unpublished,"David W. Peri Recordings, Robert H. Lowie Museum of Anthropology","Robert H. Lowie Museum of Anthropology, University of California, Berkeley; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Possibility that this is Eastern Pomo rather than Kashia Band.,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,
0184,3124,38.65,-123.33,North America,United States,N W California,Sonoma,Kashia Band Pomo,"Stewarts Point Rancheria, Sonoma County, California",30087,,0:00:58,PENDING,T1745.17,Feather Dance Song,Dance Song,Dance song,"Mixed chorus, reed whistle",Mixed Voices; Reed Whistle,,,David W. Peri,1964,Previously Unpublished,"David W. Peri Recordings, Robert H. Lowie Museum of Anthropology","Robert H. Lowie Museum of Anthropology, University of California, Berkeley; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5409R10,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@PAHMA1964FeatherDanceSong_2
0185,3128,38.65,-123.33,North America,United States,N W California,Sonoma,Kashia Band Pomo,"Stewarts Point Rancheria, Sonoma County, California",30087,,0:01:26,PENDING,T1745.12,Feather Dance Song,Dance Song,Dance Song,"Mixed chorus, sticks",Mixed Voices; Sticks,,,David W. Peri,1964,Previously Unpublished,"David W. Peri Recordings, Robert H. Lowie Museum of Anthropology, University of California, Berkeley","Robert H. Lowie Museum of Anthropology, University of California, Berkeley; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5409R07,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@PAHMA1964FeatherDanceSong_6
