P_id,CultureName_Speaker1,P_cid_Speaker1,CultureName_Speaker2,P_cid_Speaker2,Identifier_LomaxTape,Type_TapeCategory,Recording_Title,Tape_Description,Source_notes,Speech_Description,Monologue/Dialogue,Duration,Lomax_notes,Speakers_Gender/Number/Age,Speakers_Names,SubjectLanguage_SIL14,SubjectLanguage_SIL15,SubjectLanguage_SIL,SubjectLanguage_Given,SubjectDialect_Given,Researcher_Language,Location_Recorded,Coverage,Date,Contributor_Interviewer,Contributor_Researcher,Researcher_Affiliation,Contributor_Depositor,Contributor_Compiler,All_Languages_On_Tape,Source_Format,Audio_notes,ResourceID,Identifier_FileName,Format_Digital,Date_Digitized,Digitized.On,Priority,Digital audio notes,Rights_Online,Contact_Information,Resource_Type,Linguistic_Type,Parla_Accession_No,Old_Parla_Accession_No,C#,C#s_on_Tape,Lomax_Cat_#,Associated_Compilation_Tapes,Metadata_notes,Coding_notes,Source Tag
153,Fellahin,15291,,,T5081,Raw audio,United Nations sessions - Arabic (Egyptian),Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting. (49a); Chatting about reaction to paintings in office. (49b); Discussion of women's liberation. (49c),Dialogue,,Somewhat inhibited. (49a);  More animated. (49c),"1 male, in his 40s, 1 female, in her 30s",,,arz,"Arabic, Egyptian Spoken",Arabic (Egypt),,ENG,,,1971-07,,Alan Lomax,,,Alan Lomax,"Chiluba, Arabic, Turkish, Hindi, More, Tagalog","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Recorded at Lessiovski office at UN.,A00277,TP5081R02,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,17474,49,49a-c,"C507, C508, C49-C51",,T5008 - UN Dialogue Compilation - Arabic (Egyptian) (Work compilation).,,"C49a, b, and c used for same coding.",@ALA1971T5081 @ALA1971T5008
154,Riffians,30150,,,T5068,Raw dubs,Assorted Langs from the Parlametrics Collection - Rif (Moroccan),"Language sample from Parlametrics tape collection, Tape I, containing dubs from Alan Lomax's tape library for use in establishing useable samples, dubbed by Alexis Kondratiev, includes Azerbaijan, Pomo, Dani, Siriono, Eseeje, Tacana, Molina, Guarani, Waraya, Arabic, Tingit, Amawaka, Moroccan.",Dubbed from Alan Lomax's Moroccan recordings.,"Four bits of conversation, probably all male, followed by the words of a song by a girl. ",Dialogue; monologue,,"Short, but good animation.",Several males (probably); 1 girl,,,rif,Tarifit,Rif (Moroccan),,,,,,,,,,Alan Lomax,"Azerbaijani, Pomo, Dani, Siriono, Esseje, Tacana, Molna, Guarani, Waraya, Arabic, Tingit, Amawaka, Moroccan","1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",,A00264,TP5068R04,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,12586052,563,63,Tape I,,T5013 - Dialogue Compilation - Rif (Moroccan) (Work compilation).,"Computer coding printout lists this coding as C563, but tape index lists it as C63. I believe C63 is correct. Language is listed as Moroccan on some metadata.",,@ALANDT5068 @ALA1971T5013
155,Shuwa,10772,,,T5074,Raw audio,United Nations sessions - Arabic (Chadian),Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",2 males chatting. Some French at the beginning.,Dialogue,,,"2 males, age 30",,,shu,"Arabic, Chadian Spoken",Arabic (Chad),,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Sara, Chad, Nandi, Portuguese, Finnish, Khmer, Djerna, Indonesian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00265,TP5074R05,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,64,2,2,"C1-C8, C48",,T5000 - UN Dialogue Compilation - Arabic (Chadian) (Work compilation).,Date on T-list says 5/14/1971,,@ALA1971T5074 @ALA1971T5000
156,Somalis,25818,,,T5075,Raw audio,United Nations sessions - Somali,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Role playing father and son. (10a); Ordering a servant. (10b); Bargaining. (10c),Dialogue,,Very animated. (10b); Animated. (10c),"2 males, age 30",Abraham Hadinu (sp?); Absalom Adam (sp?),,som,Somali,Somali,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Malagasy, Somali, Dinka, Polish","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00266,TP5075R03,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,8257,10,10a-c,C9-C12,,T5001 - UN Dialogue Compilation - Somali (Work compilation).,Date on T-list says 5/14/1971,C10a-c used for same coding,@ALA1971T5075 @ALA1971T5001
157,Nandi,22166,,,T5074,Raw audio,United Nations sessions - Nandi,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting about visas (3a); Requests from back home. (3b)  ,Dialogue,,Difference in status - male was female's former teacher - therefore difficult to provoke controversy.,"1 male, age 30, 1 female, age 21",,,niq,Nandi,Nandi,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Sara, Chad, Nandi, Portuguese, Finnish, Khmer, Djerna, Indonesian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00265,TP5074R06,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,16448,3,3a-b,"C1-C8, C48",,T5000 - UN Dialogue Compilation - Nandi (Work compilation).,Date on T-list says 5/14/1971,C3a and b used for same coding.,@ALA1971T5074 @ALA1971T5000
158,Teso,26907,,,T5076,Raw audio,United Nations sessions - Teso,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting. ,Dialogue,,"Male thought conversation lacked rhythmic velocity of normal animated speech -- the long pauses are not characteristic. Shy,  young girl very intimidated by male's aggressive questioning.","1 male, age 30, 1 female, age 21",,,teo,Teso,Teso,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Teso, Swazi, Armenian, Twi/Fanti, Russian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00267,TP5076R03,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,20545,13,13,C13-C17,,T5043 - Black Africa Compilation - Teso (Area compilation); T5001 - UN Dialogue Compilation - Teso (Work compilation).,Date on T-list says 5/14/1971,,@ALA1971T5076 @ALANDT5043 @ALA1971T5001
159,Hamar,16479,,,T5196,Raw audio,Hunting Story,"Afar, Hamar, Konso, and Geleb recordings dubbed from the collection of Robert Gardner by Alan Lomax.",Dubbed from the collection of Robert Gardner,Man telling hunting story to a friend - punctuated by making a finger slap in palm of cupped hand. ,Dialogue,,,2 males,,AMF,amf,Hamar-Banna,Hamar,,,,,Jan-72,,Robert Gardner,,,Alan Lomax,Afar (East Ethiopia); Hamar (West Ethiopia); Konso; Geleb (East Ethiopia),"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",,A00138,TP5196R03,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,47682,93,,,1060b,,"Computer coding printout lists this coding as C93, but this does not match tape index. No C# on coding sheets.",T5196R02 and T5196R03 used for same coding.,@ALA1972T5196
159,Hamar,16479,,,T5196,Raw audio,Walking and Talking in Hamar,"Afar, Hamar, Konso, and Geleb recordings dubbed from the collection of Robert Gardner by Alan Lomax.",Dubbed from the collection of Robert Gardner,Two men walking along path and talking as they move.,Dialogue,,,2 males,,AMF,amf,Hamar-Banna,Hamar,,,150 Km NE of junction of Omo River and Lake Rudolf,150 Km NE of junction of Omo River and Lake Rudolf,Jan-72,,Robert Gardner,,,Alan Lomax,Afar (East Ethiopia); Hamar (West Ethiopia); Konso; Geleb (East Ethiopia),"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",,A00137,TP5196R02,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,47682,93,,,1060b,,"Computer coding printout lists this coding as C93, but this does not match tape index. No C# on coding sheets.",T5196R02 and T5196R03 used for same coding.,@ALA1972T5196
160,Hamar,16479,,,,,,,,,,,,,,AMF,amf,Hamar-Banna,Hamar,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,58946,115,,,,,Might correspond to T5067 but there's no way to confirm since metadata and coding sheets are missing,,
161,Hamar,16479,,,,,,,,,,,,,,AMF,amf,Hamar-Banna,Hamar,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,59458,116,,,,,Might correspond to T5067 but there's no way to confirm since metadata and coding sheets are missing,,
162,Dinka,14576,,,T5075,Raw audio,United Nations sessions - Dinka,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",3 males. Discussion of book that one of the males just finished writing. ,Dialogue,,Recorded in home after several drinks. Animation excellent.,"3 males, ages 32, 32, and 23",,,din,Dinka,Dinka,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Malagasy, Somali, Dinka, Polish","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Air conditioner noise in background. Voices were not well framed.,A00266,TP5075R04,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,12353,11,11,C9-C12,,T5001 - UN Dialogue Compilation - Dinka (Work compilation).,Date on T-list says 5/14/1971,,@ALA1971T5075 @ALA1971T5001
163,Acoli,10099,,,T5238,Raw audio,Conversation in Acholi,"Nuer, Acoli recordings sent from Dorothy and Frances Deng, 1972.",,,,,,,,ACO,ach,Acholi,Acoli,,ENG,,,1972,,Dorothy Deng; Francis Deng,,,Alan Lomax,Nuer (Sudan); Acoli (Sudan),"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",,A00212,TP5238R02,"24 bit, 96 kHz, uncompressed .wav",2005-01,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,51778,101,,,1098a,,"Computer coding printout lists this coding as C101, but this does not match tape index. Coding sheet missing. Assuming this recording corresponds with the Acoli coding because it's the only Acoli recording we have. ",,@ALA1972T5238
164,Lotuko,20054,,,T5239,Raw audio,Conversation in Otuho,"Lutuko, Bari recordings sent from Dorothy and Frances Deng, 1972.",,"2 males, recorded in the Sudan by Dorothy and Frances Deng",Dialogue,,,2 males,,LOT,lot,Otuho,Lotuko,,ENG,,,1972,,Dorothy Deng; Francis Deng,,,Alan Lomax,Lutuko (Sudan); Bari (Sudan),"1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",,A00213,TP5239R01,"24 bit, 96 kHz, uncompressed .wav",2005-01,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,62530,122,98,,1098b,T5024 - Dialogue Compilation - Lotuko (Work compilation).,"Computer coding printout lists this coding as C122, but tape index lists it as C98. Coding sheet missing.",,@ALA1972T5239 @ALANDT5024
165,Nuer,22870,,,T5238,Raw audio,Conversation in Nuer,"Nuer, Acoli recordings sent from Dorothy and Frances Deng, 1972.",,,,,,,,NUS,nus,Nuer,Nuer,,,,,1972,,Dorothy Deng; Francis Deng,,,Alan Lomax,Nuer (Sudan); Acoli (Sudan),"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",,A00211,TP5238R01,"24 bit, 96 kHz, uncompressed .wav",2005-01,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,64578,126,,,1098a,,Assuming this recording corresponds with the Nuer coding because it's the only Nuer recording we have. Coding sheet missing.,,@ALA1972T5238
166,Madi,20373,,,T5078,Raw audio,Ma'di man speaking,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Ma'di man speaking mainly in English. Folk tale.,Monologue,,Man has been in this country for 6 years and unable to speak Ma'di during this period.,"1 male, in his 30s",,MHI,mhi,Ma'di,Madi,,ENG,,,1971-05-14,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  3.75 and 7.5 ips.  ",Recorded in Alan Lomax's tape room. Rain and telephone noise in background.,A00272,TP5078R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,1348,532,532,"C532, C21-C22",,T5012 - Monologue Compilation - Ma'di (Work compilation).,Date on T-list says Jul-71,,@ALA1971T5078 @ALA1971T5012
167,Bura,12827,,,T5080,Raw audio,United Nations sessions - Bura,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Telling two stories (516a and b). ,Monologue,,,"1 male, in his 20s",,,bwr,Bura-Pabir,Bura,,,,,1971-07,,,,,Alan Lomax,"Greek, Spanish, Yugoslav, Dyala, Persian, Bura, Persian, Pushtu, Kurundi, Tagalog, Ilocano, French, Lutaro, Lutase, German","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Recorded in the Nigerian Consulate with heavy air conditioning noise in the background.,A00276,TP5080R07,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,324,516,516a-b,"C34-C37, C42, C47, C516",,T5009 - Monologue Compilation - Bura (Work compilation).,,C516a and b used for same coding.,@ALA1971T5080 @ALA1971T5009
168,Sara Ngambay,62543,,,T5074,Raw audio,United Nations sessions - Sara,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting. (1a); Role playing father and son. (1b),Dialogue,,More animated. (1b),"2 males, age 30",,,sba,Ngambay,Sara,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Sara, Chad, Nandi, Portuguese, Finnish, Khmer, Djerna, Indonesian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00265,TP5074R07,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,32831,1,1a-b,"C1-C8, C48",,T5047 - West Sudan Compilation - Sara (Area compilation); T5000 - UN Dialogue Compilation - Sara (Work compilation).,Date on T-list says 5/14/1971,C1a and b used for same coding.,@ALA1971T5074 @ALANDT5047 @ALA1971T5000
169,Hausa Unspecified,62528,,,T5083,Raw audio,United Nations sessions - Hausa,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.","3 men casual chatting. Two of the men are native speakers of Hausa, the third speaks it as a second language (man with louder voice).",Dialogue,,,"3 males, in their 40s",,,hau,Hausa,Hausa,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Yoruba, Mongolian, Icelandic, Setwana, Tiv, Hausa, Ibo","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",The dubbed section contains the least possible of the non native speaker.,A00284,TP5083R03,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,57409,28,28,"C23, C27-C29, C539, C515",,T5004 - UN Dialogue Compilation - Hausa (Work compilation).,,,@ALA1971T5083 @ALA1971T5004
170,Tukulor,27622,,,T5077,Raw audio,Life in NY,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Life in New York.,Monologue,,,"1 male, in his 30s",Mr. Diallow,,,,Fulani,,,,,1971-05-14,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00270,TP5077R03,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,64835,506,506,"C504-C506, C24",,T5031 - Practice Coding Tape #2 - Fulani (Coding); T5003 - UN Monologue Compilation - Fulani (Work compilation).,Date on T-list says Jul-71,,@ALA1971T5077 @ALANDT5031 @ALA1971T5003
171,Zarma,14620,,,T5074,Raw audio,United Nations sessions - Djerma,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Comments on women's liberation. Difference in status between the two men. One man takes appreciative listener role. ,Dialogue,,"End of ""comments"" seemed most animated.","2 males, age 40",,,dje,Zarma,Djerma,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Sara, Chad, Nandi, Portuguese, Finnish, Khmer, Djerna, Indonesian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00265,TP5074R08,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,57408,7,7,"C1-C8, C48",,T5000 - UN Dialogue Compilation - Djerma (Work compilation).,Date on T-list says 5/14/1971,,@ALA1971T5074 @ALA1971T5000
172,Mossi,21792,,,T5078,Raw audio,Two men from Upper Volta,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.","United Nations Recordings: Frog Story. Difference in status-- one royal family, one not. (21a);  Squirrel Story. (21b); Chatting and gossip. (21c)",Dialogue,, Essentially one-sided. (21a and b); Less one-sided. (21c),"2 males, age 40 and 30",F. Guirma; A. Balima,MHM,mos,Moore,More,,ENG,,,1971-05-14,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00273,TP5078R02,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,43073,21,21a-c,"C532, C21-C22",,T5002 - UN Dialogue Compilation - More (Work compilation).,Date on T-list says Jul-71,"C21a, b and c used for same coding",@ALA1971T5078 @ALA1971T5002
173,Bambara,11529,,,T5077,Raw audio,"Hunting, bargaining and being mugged",Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.","United Nations Recordings: Three parts:  A hunting story, bargaining, being mugged in New York.",Monologue,,,"1 male, in his 30s",Mr. Traore,BRA,bam,Bamanankan,Bombara,,,,,1971-05-14,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00269,TP5077R02,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,8453187,505,505a-c,"C504-C506, C24",,T5031 - Practice Coding Tape #2 - Bambara (Coding); T5003 - UN Monologue Compilation - Bambara (Work compilation).,Date on T-list says Jul-71,"C505a, b and c used for same coding",@ALA1971T5077 @ALANDT5031 @ALA1971T5003
174,Jola-Fonyi,14598,,,T5080,Raw audio,United Nations sessions - Dyola,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Two females chatting. ,Dialogue,,Relaxed and animated.,"2 females, in their 20s",,,dyo,Jola-Fonyi,Dyola,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Greek, Spanish, Yugoslav, Dyala, Persian, Bura, Persian, Pushtu, Kurundi, Tagalog, Ilocano, French, Lutaro, Lutase, German","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00276,TP5080R08,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,5186,37,37a-b,"C34-C37, C42, C47, C516",,T5005 - UN Dialogue Compilation - Dyola (Work compilation).,,C37a and b used for same coding.,@ALA1971T5080 @ALA1971T5005
175,Wolof,28744,,,T5084,Raw audio,United Nations sessions - Wolof,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting in Wolof with French mixed in. (30a); Bargaining (role playing).  (30b),Dialogue,,Neither men were relaxed. (30a); Somewhat more animated. (30b),"2 males, in their 30s",,,wol,Wolof,Wolof,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Wolof, Finnish, Yoruba, Kalabari, Tagalog, Mandarin, Kinga, Baule, Guarani","1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",Recorded at Mission. ,A00285,TP5084R04,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,61505,30,30a-b,"C30-C33, C512-C513",,T5004 - UN Dialogue Compilation - Wolof (Work compilation).,,C30a and b used for same coding.,@ALA1971T5084 @ALA1971T5004
176,Fante,15280,,,T5076,Raw audio,United Nations sessions - Twi/Fante,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting. (16a); Role playing. (16b); Bargaining. (16c),Dialogue,,"English forces its way in. (16a);  No English, but very short. (16b); No English, most animated. (16c)","2 males, age 25",,,,,Twi/Fante,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Teso, Swazi, Armenian, Twi/Fanti, Russian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00267,TP5076R04,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,32833,16,16a-c,C13-C17,,T5043 - Black Africa Compilation - Twi/Fante (Area compilation); T5002 - UN Dialogue Compilation - Twi/Fante (Work compilation).,Date on T-list says 5/14/1971,"C16a, b, and c used for same coding",@ALA1971T5076 @ALANDT5043 @ALA1971T5002
177,Ga,15621,,,T5004,Work compilation,UN Dialogue Compilation - Ga,Dialogues recorded at the United Nations by Alan Lomax and his Parlametrics colleagues.,,Two friends.,Dialogue,,Relaxed and fairly animated.,"2 males, in their 30s",,,gaa,Ga,Ga,,,,,Jun-71,,Alan Lomax,,,Alan Lomax,Icelandic; Telegu (India); Ga (Ghana); Pampango (Philippines); Hausa (Nigeria); Tiv (Nigeria); Ibo (Nigeria); Wolof (Senegal); Finnish,"1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",Recorded in an apartment. Some background noise. ,,,,,,III,,,,Sound,Primary Text,51265,25,25,C23-C31,,T5004 - UN Dialogue Compilation - Ga (Work compilation).,Work compilation version of P_id 177. Metadata for raw audio missing.,,@ALA1971T5004
178,Ijaw,17117,,,T5084,Raw audio,United Nations sessions - Kalabari (Ijaw),Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Speaker tells an embarassing incident. (512a); Telling a sad story. (512b).,Monologue,,,"1 male, in his 30s",,,ijn,Kalabari,Kalabari (Ijaw),,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Wolof, Finnish, Yoruba, Kalabari, Tagalog, Mandarin, Kinga, Baule, Guarani","1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ","Fairly clear recording, but speaker tended to move toward and away from mic causing distortion. (512a). Recorded at UN booth",A00285,TP5084R05,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,68,512,512a-b,"C30-C33, C512-C513",,T5009 - Monologue Compilation - Kalabari (Ijaw) (Work compilation).,,C512a and b used for same coding,@ALA1971T5084 @ALA1971T5009
179,Igbo,16996,,,T5083,Raw audio,United Nations sessions - Ibo,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Bargaining role playing. Both native speakers. (29a); Chatting. Woman with softer voice is not native speaker-- others are. (29b),Dialogue,,Very animated and most authentic. (29a),"1 male, 1 female, in their 30s (29a); 1 male, 2 females (29b)",,,ibo,Igbo,Ibo,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Yoruba, Mongolian, Icelandic, Setwana, Tiv, Hausa, Ibo","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Dubbed section has least amount of non-native speaker.,A00284,TP5083R04,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,59457,29,29a-b,"C23, C27-C29, C539, C515",,T5004 - UN Dialogue Compilation - Ibo (Work compilation).,,,@ALA1971T5083 @ALA1971T5004
180,Tiv,27160,,,T5083,Raw audio,United Nations sessions - Tiv,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting. ,Dialogue,,Very relaxed and animated. Some English pushes in.,"1 male, 1 female, in their 30s",Mr. Ishan (sp?); Ms. Amakour (sp?),,tiv,Tiv,Tiv,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Yoruba, Mongolian, Icelandic, Setwana, Tiv, Hausa, Ibo","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Some background noise.,A00284,TP5083R05,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,55361,27,27,"C23, C27-C29, C539, C515",,T5004 - UN Dialogue Compilation - Tiv (Work compilation).,,,@ALA1971T5083 @ALA1971T5004
181,Mbuti,21132,,,,,,,,,,,,,,,,,Mbuti,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,67,128,,,,,Metadata and coding sheet missing,,
